Equipment,func_loc_id,id
NO EQUIPMENT,1822,4222
1100014435 CK01 CHECK VALVE POMPA P411,1823,4223
NO EQUIPMENT,1823,4224
1100014434 FJ01 FLEXIBLE JOINT POMPA P411,1824,4225
NO EQUIPMENT,1824,4226
1100014436 PG01 PRESSURE GAUGE POMPA P411,1825,4227
NO EQUIPMENT,1825,4228
1100014437 TG01 TEMP GAUGE POMPA P411,1826,4229
NO EQUIPMENT,1826,4230
1100014444 P4121B/P412 COOLING WATER PUMP U410,1827,4231
NO EQUIPMENT,1827,4232
1100014448 BL01 BALL VALVE POMPA P412,1828,4233
NO EQUIPMENT,1828,4234
1100014449 BL02 BALL VALVE POMPA P412,1829,4235
NO EQUIPMENT,1829,4236
1100014450 BL03 BALL VALVE POMPA P412,1830,4237
NO EQUIPMENT,1830,4238
1100014451 BL04 BALL VALVE POMPA P412,1831,4239
NO EQUIPMENT,1831,4240
1100014452 BL05 BALL VALVE POMPA P412,1832,4241
NO EQUIPMENT,1832,4242
1100014453 BL06 BALL VALVE POMPA P412,1833,4243
NO EQUIPMENT,1833,4244
1100014446 CK01 CHECK VALVE POMPA P412,1834,4245
NO EQUIPMENT,1834,4246
1100014445 FJ01 FLEXIBLE JOINT POMPA P412,1835,4247
NO EQUIPMENT,1835,4248
1100014447 PG01 PRESSURE GAUGE POMPA P412,1836,4249
NO EQUIPMENT,1836,4250
1100023192 P414 COOLING WATER TRANSFER PUMP U410,1837,4251
NO EQUIPMENT,1837,4252
1100023193 P415 COOLING WATER TRANSFER PUMP U410,1838,4253
NO EQUIPMENT,1838,4254
1100014417 P416 BIOCIDES DOSING PUMP U410,1839,4255
NO EQUIPMENT,1839,4256
1100014425 P417 ANTISCALANT DOSING PUMP U410,1840,4257
NO EQUIPMENT,1840,4258
1100073530 S411 BAK COOLING TOWER U410 (OLD),1841,4259
NO EQUIPMENT,1841,4260
1100073531 S412 BAK COOLING TOWER U410 (NEW),1842,4261
NO EQUIPMENT,1842,4262
1100014418 S413 BIOCIDES TANK U410,1843,4263
NO EQUIPMENT,1843,4264
1100014426 S414 ANTISCALANT TANK U410,1844,4265
NO EQUIPMENT,1844,4266
1100014396 U4111/U411 COOLING TOWER 1 AREA U410,1845,4267
NO EQUIPMENT,1845,4268
1100014399 BL01 BALL VALVE COOLING TOWER1 U411,1846,4269
NO EQUIPMENT,1846,4270
1100014400 BL02 BALL VALVE COOLING TOWER1 U411,1847,4271
NO EQUIPMENT,1847,4272
1100014401 BL03 BALL VALVE COOLING TOWER1 U411,1848,4273
NO EQUIPMENT,1848,4274
1100014402 BL04 BALL VALVE COOLING TOWER1 U411,1849,4275
NO EQUIPMENT,1849,4276
1100014403 BL05 BALL VALVE COOLING TOWER1 U411,1850,4277
NO EQUIPMENT,1850,4278
1100014404 BL06 BALL VALVE COOLING TOWER1 U411,1851,4279
NO EQUIPMENT,1851,4280
1100014405 BL07 BALL VALVE COOLING TOWER1 U411,1852,4281
NO EQUIPMENT,1852,4282
1100014398 LS01 LEVEL SWITCH COOLING TOWER1 U411,1853,4283
NO EQUIPMENT,1853,4284
1100014397 XV01 ON / OFF VALVE COOLING TOWER1 U411,1854,4285
NO EQUIPMENT,1854,4286
1100014406 U4112/U412 COOLING TOWER 2 AREA U410,1855,4287
NO EQUIPMENT,1855,4288
1100014410 BL01 BALL VALVE COOLING TOWER 2 U412,1856,4289
NO EQUIPMENT,1856,4290
1100014411 BL02 BALL VALVE COOLING TOWER 2 U412,1857,4291
NO EQUIPMENT,1857,4292
1100014412 BL03 BALL VALVE COOLING TOWER 2 U412,1858,4293
NO EQUIPMENT,1858,4294
1100014413 BL04 BALL VALVE COOLING TOWER 2 U412,1859,4295
NO EQUIPMENT,1859,4296
1100014414 BL05 BALL VALVE COOLING TOWER 2 U412,1860,4297
NO EQUIPMENT,1860,4298
1100014415 BL06 BALL VALVE COOLING TOWER 2 U412,1861,4299
NO EQUIPMENT,1861,4300
1100014416 BL07 BALL VALVE COOLING TOWER 2 U412,1862,4301
NO EQUIPMENT,1862,4302
1100014408 LS01 LEVEL SWITCH COOLING TOWER 2 U412,1863,4303
NO EQUIPMENT,1863,4304
1100014409 TG01 TEMP GAUGE COOLING TOWER 2 U412,1864,4305
NO EQUIPMENT,1864,4306
1100014407 XV01 ON / OFF VALVE COOLING TOWER2 U412,1865,4307
NO EQUIPMENT,1865,4308
1100038047 U4113/U413 COOLING TOWER 3 AREA U410,1866,4309
NO EQUIPMENT,1866,4310
1100038048 U4114/U414 COOLING TOWER 4 AREA U410,1867,4311
NO EQUIPMENT,1867,4312
1100014420 BL01 BALL VALVE TANKI V411,1868,4313
NO EQUIPMENT,1868,4314
1100014421 BL02 BALL VALVE TANKI V411,1869,4315
NO EQUIPMENT,1869,4316
1100014422 BL03 BALL VALVE TANKI V411,1870,4317
NO EQUIPMENT,1870,4318
1100014423 BL04 BALL VALVE TANKI V411,1871,4319
NO EQUIPMENT,1871,4320
1100014424 BL05 BALL VALVE TANKI V411,1872,4321
NO EQUIPMENT,1872,4322
1100014419 LG01 LEVEL GAUGE TANKI V411,1873,4323
NO EQUIPMENT,1873,4324
1100014428 BL01 BALL VALVE TANKI V412,1874,4325
NO EQUIPMENT,1874,4326
1100014429 BL02 BALL VALVE TANKI V412,1875,4327
NO EQUIPMENT,1875,4328
1100014430 BL03 BALL VALVE TANKI V412,1876,4329
NO EQUIPMENT,1876,4330
1100014431 BL04 BALL VALVE TANKI V412,1877,4331
NO EQUIPMENT,1877,4332
1100014432 BL05 BALL VALVE TANKI V412,1878,4333
NO EQUIPMENT,1878,4334
1100014427 LG01 LEVEL GAUGE TANKI V412,1879,4335
NO EQUIPMENT,1879,4336
1100014466 BF01 BUTTERFLY VALVE BLOWER A B421,1880,4337
NO EQUIPMENT,1880,4338
1100014467 BF02 BUTTERFLY VALVE BLOWER A B421,1881,4339
NO EQUIPMENT,1881,4340
1100014468 BL01 BALL VALVE BLOWER A B421,1882,4341
NO EQUIPMENT,1882,4342
1100014584 P4421A/P421 GROUND WATER PUMP U440,1883,4343
NO EQUIPMENT,1883,4344
1100014482 BL01 BALL VALVE POMPA P421,1884,4345
NO EQUIPMENT,1884,4346
1100014483 BL02 BALL VALVE POMPA P421,1885,4347
NO EQUIPMENT,1885,4348
1100014484 BL03 BALL VALVE POMPA P421,1886,4349
NO EQUIPMENT,1886,4350
1100014485 BL04 BALL VALVE POMPA P421,1887,4351
NO EQUIPMENT,1887,4352
1100014486 BL05 BALL VALVE POMPA P421,1888,4353
NO EQUIPMENT,1888,4354
1100014487 BL06 BALL VALVE POMPA P421,1889,4355
NO EQUIPMENT,1889,4356
1100014488 BL07 BALL VALVE POMPA P421,1890,4357
NO EQUIPMENT,1890,4358
1100014480 CK01 CHECK VALVE POMPA P421,1891,4359
NO EQUIPMENT,1891,4360
1100014479 FJ01 FLEXIBLE JOINT POMPA P421,1892,4361
NO EQUIPMENT,1892,4362
1100014481 PG01 PRESSURE GAUGE POMPA P421,1893,4363
NO EQUIPMENT,1893,4364
1100014603 P4421B/P422 GROUND WATER PUMP U440,1894,4365
NO EQUIPMENT,1894,4366
1100014492 BL01 BALL VALVE POMPA P422,1895,4367
NO EQUIPMENT,1895,4368
1100014493 BL02 BALL VALVE POMPA P422,1896,4369
NO EQUIPMENT,1896,4370
1100014494 BL03 BALL VALVE POMPA P422,1897,4371
NO EQUIPMENT,1897,4372
1100014495 BL04 BALL VALVE POMPA P422,1898,4373
NO EQUIPMENT,1898,4374
1100014491 CK01 CHECK VALVE POMPA P422,1899,4375
NO EQUIPMENT,1899,4376
1100014490 FJ01 FLEXIBLE JOINT POMPA P422,1900,4377
NO EQUIPMENT,1900,4378
1100014610 P4422/P423 GROUND WATER PUMP U440,1901,4379
NO EQUIPMENT,1901,4380
1100014551 P4471A/P424 RAW WATER PUMP U440,1902,4381
NO EQUIPMENT,1902,4382
1100014561 P4471B/P425 RAW WATER PUMP U440,1903,4383
NO EQUIPMENT,1903,4384
1100098608 S421 GROUND WATER TANK U420,1904,4385
NO EQUIPMENT,1904,4386
1100098609 S422 CLEAN GROUND WATER TANK U420,1905,4387
NO EQUIPMENT,1905,4388
1100014455 BL01 BALL VALVE SCRUBBER A T421,1906,4389
NO EQUIPMENT,1906,4390
1100014456 BL02 BALL VALVE SCRUBBER A T421,1907,4391
NO EQUIPMENT,1907,4392
1100014457 BL03 BALL VALVE SCRUBBER A T421,1908,4393
NO EQUIPMENT,1908,4394
1100014458 BL04 BALL VALVE SCRUBBER A T421,1909,4395
NO EQUIPMENT,1909,4396
1100014459 BL05 BALL VALVE SCRUBBER A T421,1910,4397
NO EQUIPMENT,1910,4398
1100014460 BL06 BALL VALVE SCRUBBER A T421,1911,4399
NO EQUIPMENT,1911,4400
1100014461 BL07 BALL VALVE SCRUBBER A T421,1912,4401
NO EQUIPMENT,1912,4402
1100014462 BL08 BALL VALVE SCRUBBER A T421,1913,4403
NO EQUIPMENT,1913,4404
1100014464 BL01 BALL VALVE CHIMNEY SCRUBBER A T422,1914,4405
NO EQUIPMENT,1914,4406
1100014471 BL01 BALL VALVE TANKI V421,1915,4407
NO EQUIPMENT,1915,4408
1100014472 BL02 BALL VALVE TANKI V421,1916,4409
NO EQUIPMENT,1916,4410
1100014473 BL03 BALL VALVE TANKI V421,1917,4411
NO EQUIPMENT,1917,4412
1100014474 BL04 BALL VALVE TANKI V421,1918,4413
NO EQUIPMENT,1918,4414
1100014475 BL05 BALL VALVE TANKI V421,1919,4415
NO EQUIPMENT,1919,4416
1100014476 BL06 BALL VALVE TANKI V421,1920,4417
NO EQUIPMENT,1920,4418
1100014477 BL07 BALL VALVE TANKI V421,1921,4419
NO EQUIPMENT,1921,4420
1100014470 LG01 LEVEL GAUGE TANKI V421,1922,4421
NO EQUIPMENT,1922,4422
1100014847 F471/V431 MULTIMEDIA FILTER U430,1923,4423
NO EQUIPMENT,1923,4424
1100014891 F472/V432 ACTIVAED CARBON FILTER U430,1924,4425
NO EQUIPMENT,1924,4426
1100014904 F473/V433 SOFTENER U430,1925,4427
NO EQUIPMENT,1925,4428
1100014881 P431 BACK WASH PUMP U440,1926,4429
NO EQUIPMENT,1926,4430
1100014516 BL01 BALL VALVE POMPA P431,1927,4431
NO EQUIPMENT,1927,4432
1100014517 BL02 BALL VALVE POMPA P431,1928,4433
NO EQUIPMENT,1928,4434
1100014518 BL03 BALL VALVE POMPA P431,1929,4435
NO EQUIPMENT,1929,4436
1100014519 BL04 BALL VALVE POMPA P431,1930,4437
NO EQUIPMENT,1930,4438
1100014520 BL05 BALL VALVE POMPA P431,1931,4439
NO EQUIPMENT,1931,4440
1100014521 BL06 BALL VALVE POMPA P431,1932,4441
NO EQUIPMENT,1932,4442
1100014522 BL07 BALL VALVE POMPA P431,1933,4443
NO EQUIPMENT,1933,4444
1100014514 CK01 CHECK VALVE POMPA P431,1934,4445
NO EQUIPMENT,1934,4446
1100014513 FJ01 FLEXIBLE JOINT POMPA P431,1935,4447
NO EQUIPMENT,1935,4448
1100014515 PG01 PRESSURE GAUGE POMPA P431,1936,4449
NO EQUIPMENT,1936,4450
1100014859 P432 MMF FEED PUMP U430,1937,4451
NO EQUIPMENT,1937,4452
1100014526 BL01 BALL VALVE POMPA P432,1938,4453
NO EQUIPMENT,1938,4454
1100014527 BL02 BALL VALVE POMPA P432,1939,4455
NO EQUIPMENT,1939,4456
1100014528 BL03 BALL VALVE POMPA P432,1940,4457
NO EQUIPMENT,1940,4458
1100014529 BL04 BALL VALVE POMPA P432,1941,4459
NO EQUIPMENT,1941,4460
1100014525 CK01 CHECK VALVE POMPA P432,1942,4461
NO EQUIPMENT,1942,4462
1100014524 FJ01 FLEXIBLE JOINT POMPA P432,1943,4463
NO EQUIPMENT,1943,4464
1100014948 P434/P473 BWRO LP PUMP U430,1944,4465
NO EQUIPMENT,1944,4466
1100014958 P435/P474 BWRO LP PUMP U430,1945,4467
NO EQUIPMENT,1945,4468
1100014975 P438 BWRO HD PUMP U470,1946,4469
NO EQUIPMENT,1946,4470
1100014497 BL01 BALL VALVE SCRUBBER B T431,1947,4471
NO EQUIPMENT,1947,4472
1100014498 BL02 BALL VALVE SCRUBBER B T431,1948,4473
NO EQUIPMENT,1948,4474
1100014499 BL03 BALL VALVE SCRUBBER B T431,1949,4475
NO EQUIPMENT,1949,4476
1100014500 BL04 BALL VALVE SCRUBBER B T431,1950,4477
NO EQUIPMENT,1950,4478
1100014501 BL05 BALL VALVE SCRUBBER B T431,1951,4479
NO EQUIPMENT,1951,4480
1100014502 BL06 BALL VALVE SCRUBBER B T431,1952,4481
NO EQUIPMENT,1952,4482
1100014505 BL01 BALL VALVE TANKI V431,1953,4483
NO EQUIPMENT,1953,4484
1100014506 BL02 BALL VALVE TANKI V431,1954,4485
NO EQUIPMENT,1954,4486
1100014507 BL03 BALL VALVE TANKI V431,1955,4487
NO EQUIPMENT,1955,4488
1100014508 BL04 BALL VALVE TANKI V431,1956,4489
NO EQUIPMENT,1956,4490
1100014509 BL05 BALL VALVE TANKI V431,1957,4491
NO EQUIPMENT,1957,4492
1100014510 BL06 BALL VALVE TANKI V431,1958,4493
NO EQUIPMENT,1958,4494
1100014511 BL07 BALL VALVE TANKI V431,1959,4495
NO EQUIPMENT,1959,4496
1100014504 LG01 LEVEL GAUGE TANKI V431,1960,4497
NO EQUIPMENT,1960,4498
1100014576 P444 BIOCIDES DOSING PUMP U440,1961,4499
1100014568 P443 BIOCIDES DOSING PUMP U440,1961,4500
NO EQUIPMENT,1961,4501
1100014823 P441 TREATED WATER PUMP U440,1962,4502
NO EQUIPMENT,1962,4503
1100014556 BL01 BALL VALVE POMPA P441,1963,4504
NO EQUIPMENT,1963,4505
1100014557 BL02 BALL VALVE POMPA P441,1964,4506
NO EQUIPMENT,1964,4507
1100014558 BL03 BALL VALVE POMPA P441,1965,4508
NO EQUIPMENT,1965,4509
1100014559 BL04 BALL VALVE POMPA P441,1966,4510
NO EQUIPMENT,1966,4511
1100014560 BL05 BALL VALVE POMPA P441,1967,4512
NO EQUIPMENT,1967,4513
1100014554 CK01 CHECK VALVE POMPA P441,1968,4514
NO EQUIPMENT,1968,4515
1100014555 FJ01 FLEXIBLE JOINT POMPA P441,1969,4516
NO EQUIPMENT,1969,4517
1100014553 PG01 PRESSURE GAUGE POMPA P441,1970,4518
NO EQUIPMENT,1970,4519
1100014552 PS01 PRESSURE SAFETY VALVE POMPA P441,1971,4520
NO EQUIPMENT,1971,4521
1100014832 P442 TREATED WATER PUMP U440,1972,4522
NO EQUIPMENT,1972,4523
1100014564 BL01 BALL VALVE POMPA P442,1973,4524
NO EQUIPMENT,1973,4525
1100014565 BL02 BALL VALVE POMPA P442,1974,4526
NO EQUIPMENT,1974,4527
1100014566 BL03 BALL VALVE POMPA P442,1975,4528
NO EQUIPMENT,1975,4529
1100014567 BL04 BALL VALVE POMPA P442,1976,4530
NO EQUIPMENT,1976,4531
1100014562 CK01 CHECK VALVE POMPA P442,1977,4532
NO EQUIPMENT,1977,4533
1100014563 FJ01 FLEXIBLE JOINT POMPA P442,1978,4534
NO EQUIPMENT,1978,4535
1100073194 P443 DILUTION PUMP U440,1979,4536
NO EQUIPMENT,1979,4537
1100072680 P444 REJECT RO WATER PUMP U440,1980,4538
NO EQUIPMENT,1980,4539
1100073195 P445 SMBS DOSING PUMP U440,1981,4540
NO EQUIPMENT,1981,4541
1100073196 P446 CAUSTIC DOSING PUMP U440,1982,4542
NO EQUIPMENT,1982,4543
1100014606 BL01 BALL VALVE POMPA P446,1983,4544
NO EQUIPMENT,1983,4545
1100014607 BL02 BALL VALVE POMPA P446,1984,4546
NO EQUIPMENT,1984,4547
1100014608 BL03 BALL VALVE POMPA P446,1985,4548
NO EQUIPMENT,1985,4549
1100014609 BL04 BALL VALVE POMPA P446,1986,4550
NO EQUIPMENT,1986,4551
1100014605 CK01 CHECK VALVE POMPA P446,1987,4552
NO EQUIPMENT,1987,4553
1100014604 FJ01 FLEXIBLE JOINT POMPA P446,1988,4554
NO EQUIPMENT,1988,4555
1100073408 P447 ANTISCALANT DOSING PUMP U440,1989,4556
NO EQUIPMENT,1989,4557
1100014530 V441 GROUND WATER TANK U440,1990,4558
NO EQUIPMENT,1990,4559
1100014535 BL01 BALL VALVE TANKI V441,1991,4560
NO EQUIPMENT,1991,4561
1100014536 BL02 BALL VALVE TANKI V441,1992,4562
NO EQUIPMENT,1992,4563
1100014537 BL03 BALL VALVE TANKI V441,1993,4564
NO EQUIPMENT,1993,4565
1100014538 BL04 BALL VALVE TANKI V441,1994,4566
NO EQUIPMENT,1994,4567
1100014539 BL05 BALL VALVE TANKI V441,1995,4568
NO EQUIPMENT,1995,4569
1100014540 BL06 BALL VALVE TANKI V441,1996,4570
NO EQUIPMENT,1996,4571
1100014541 BL07 BALL VALVE TANKI V441,1997,4572
NO EQUIPMENT,1997,4573
1100014542 BL08 BALL VALVE TANKI V441,1998,4574
NO EQUIPMENT,1998,4575
1100014543 BL09 BALL VALVE TANKI V441,1999,4576
NO EQUIPMENT,1999,4577
1100014544 BL10 BALL VALVE TANKI V441,2000,4578
NO EQUIPMENT,2000,4579
1100014545 BL11 BALL VALVE TANKI V441,2001,4580
NO EQUIPMENT,2001,4581
1100014546 BL12 BALL VALVE TANKI V441,2002,4582
NO EQUIPMENT,2002,4583
1100014547 BL13 BALL VALVE TANKI V441,2003,4584
NO EQUIPMENT,2003,4585
1100014548 BL14 BALL VALVE TANKI V441,2004,4586
NO EQUIPMENT,2004,4587
1100014549 BL15 BALL VALVE TANKI V441,2005,4588
NO EQUIPMENT,2005,4589
1100014550 BL16 BALL VALVE TANKI V441,2006,4590
NO EQUIPMENT,2006,4591
1100014533 LG01 LEVEL GAUGE TANKI V441,2007,4592
NO EQUIPMENT,2007,4593
1100014534 LG02 LEVEL GAUGE TANKI V441,2008,4594
NO EQUIPMENT,2008,4595
1100014531 LS01 LEVEL SWITCH TANKI V441,2009,4596
NO EQUIPMENT,2009,4597
1100014532 LS02 LEVEL SWITCH TANKI V441,2010,4598
NO EQUIPMENT,2010,4599
1100014569 V443 GROUND WATER TANK U440,2011,4600
NO EQUIPMENT,2011,4601
1100014571 BL01 BALL VALVE TANKI V443,2012,4602
NO EQUIPMENT,2012,4603
1100014572 BL02 BALL VALVE TANKI V443,2013,4604
NO EQUIPMENT,2013,4605
1100014573 BL03 BALL VALVE TANKI V443,2014,4606
NO EQUIPMENT,2014,4607
1100014574 BL04 BALL VALVE TANKI V443,2015,4608
NO EQUIPMENT,2015,4609
1100014575 BL05 BALL VALVE TANKI V443,2016,4610
NO EQUIPMENT,2016,4611
1100014570 LG01 LEVEL GAUGE TANKI V443,2017,4612
NO EQUIPMENT,2017,4613
1100014577 V444 BIOCIDES DOSING TANK U440,2018,4614
NO EQUIPMENT,2018,4615
1100014579 BL01 BALL VALVE TANKI V444,2019,4616
NO EQUIPMENT,2019,4617
1100014580 BL02 BALL VALVE TANKI V444,2020,4618
NO EQUIPMENT,2020,4619
1100014581 BL03 BALL VALVE TANKI V444,2021,4620
NO EQUIPMENT,2021,4621
1100014582 BL04 BALL VALVE TANKI V444,2022,4622
NO EQUIPMENT,2022,4623
1100014583 BL05 BALL VALVE TANKI V444,2023,4624
NO EQUIPMENT,2023,4625
1100014578 LG01 LEVEL GAUGE TANKI V444,2024,4626
NO EQUIPMENT,2024,4627
1100014585 V445 GROUND WATER TANK U440,2025,4628
NO EQUIPMENT,2025,4629
1100014590 BL01 BALL VALVE TANKI V445,2026,4630
NO EQUIPMENT,2026,4631
1100014591 BL02 BALL VALVE TANKI V445,2027,4632
NO EQUIPMENT,2027,4633
1100014592 BL03 BALL VALVE TANKI V445,2028,4634
NO EQUIPMENT,2028,4635
1100014593 BL04 BALL VALVE TANKI V445,2029,4636
NO EQUIPMENT,2029,4637
1100014594 BL05 BALL VALVE TANKI V445,2030,4638
NO EQUIPMENT,2030,4639
1100014595 BL06 BALL VALVE TANKI V445,2031,4640
NO EQUIPMENT,2031,4641
1100014596 BL07 BALL VALVE TANKI V445,2032,4642
NO EQUIPMENT,2032,4643
1100014597 BL08 BALL VALVE TANKI V445,2033,4644
NO EQUIPMENT,2033,4645
1100014598 BL09 BALL VALVE TANKI V445,2034,4646
NO EQUIPMENT,2034,4647
1100014599 BL10 BALL VALVE TANKI V445,2035,4648
NO EQUIPMENT,2035,4649
1100014600 BL11 BALL VALVE TANKI V445,2036,4650
NO EQUIPMENT,2036,4651
1100014601 BL12 BALL VALVE TANKI V445,2037,4652
NO EQUIPMENT,2037,4653
1100014602 BL13 BALL VALVE TANKI V445,2038,4654
NO EQUIPMENT,2038,4655
1100014587 CK01 CHECK VALVE TANKI V445,2039,4656
NO EQUIPMENT,2039,4657
1100014586 FJ01 FLEXIBLE JOINT TANKI V445,2040,4658
NO EQUIPMENT,2040,4659
1100014588 PG01 PRESSURE GAUGE TANKI V445,2041,4660
NO EQUIPMENT,2041,4661
1100014589 PS01 PRESSURE SAFETY VALVE TANKI V445,2042,4662
NO EQUIPMENT,2042,4663
1100014611 V446 GROUND WATER TANK U440,2043,4664
NO EQUIPMENT,2043,4665
1100014616 BL01 BALL VALVE TANKI V446,2044,4666
NO EQUIPMENT,2044,4667
1100014617 BL02 BALL VALVE TANKI V446,2045,4668
NO EQUIPMENT,2045,4669
1100014618 BL03 BALL VALVE TANKI V446,2046,4670
NO EQUIPMENT,2046,4671
1100014619 BL04 BALL VALVE TANKI V446,2047,4672
NO EQUIPMENT,2047,4673
1100014620 BL05 BALL VALVE TANKI V446,2048,4674
NO EQUIPMENT,2048,4675
1100014621 BL06 BALL VALVE TANKI V446,2049,4676
NO EQUIPMENT,2049,4677
1100014622 BL07 BALL VALVE TANKI V446,2050,4678
NO EQUIPMENT,2050,4679
1100014623 BL08 BALL VALVE TANKI V446,2051,4680
NO EQUIPMENT,2051,4681
1100014624 BL09 BALL VALVE TANKI V446,2052,4682
NO EQUIPMENT,2052,4683
1100014613 CK01 CHECK VALVE TANKI V446,2053,4684
NO EQUIPMENT,2053,4685
1100014612 FJ01 FLEXIBLE JOINT TANKI V446,2054,4686
NO EQUIPMENT,2054,4687
1100014614 PG01 PRESSURE GAUGE TANKI V446,2055,4688
NO EQUIPMENT,2055,4689
1100014615 PS01 PRESSURE SAFETY VALVE TANKI V446,2056,4690
NO EQUIPMENT,2056,4691
1100122416 TIMBANGAN FURNACE BOILER 4 T 200Kg/50gr,2057,4692
1100118492 GEARBOX REDUCER CHAIN GRATE BOILER 4T,2057,4693
NO EQUIPMENT,2057,4694
1100038465 B451 BLOWER IDF BOILER 4 T U450,2058,4695
NO EQUIPMENT,2058,4696
1100116621 V452 STEAM HEADER BOILER 4T U450,2059,4697
1100116620 V451 BOILER FEED WATER TANK U450,2059,4698
1100116619 T451 CHIMNEY BOILER 4 T U450,2059,4699
"1100160581 SAFETY VALVE STEAM PSV2 BOILER 4 T (1,5""",2059,4700
"1100160580 SAFETY VALVE STEAM PSV1 BOILER 4 T (2"")",2059,4701
"1100173571 SAFETY VALVE BFW PSV1 BOILER 4 T (2"")",2059,4702
1000005982 PANEL BOILER 4 T P3-4 UTILITY E451,2059,4703
1100038373 GERABOX CONVEYOR ABU BOILER 4 T,2059,4704
1100014664 E451 BOILER 4 TON,2059,4705
NO EQUIPMENT,2059,4706
1100014695 BL01 BALL VALVE BOILER E451,2060,4707
NO EQUIPMENT,2060,4708
1100014696 BL02 BALL VALVE BOILER E451,2061,4709
NO EQUIPMENT,2061,4710
1100014697 BL03 BALL VALVE BOILER E451,2062,4711
NO EQUIPMENT,2062,4712
1100014698 BL04 BALL VALVE BOILER E451,2063,4713
NO EQUIPMENT,2063,4714
1100014699 BL05 BALL VALVE BOILER E451,2064,4715
NO EQUIPMENT,2064,4716
1100014700 BL06 BALL VALVE BOILER E451,2065,4717
NO EQUIPMENT,2065,4718
1100014701 BL07 BALL VALVE BOILER E451,2066,4719
NO EQUIPMENT,2066,4720
1100014702 BL08 BALL VALVE BOILER E451,2067,4721
NO EQUIPMENT,2067,4722
1100014703 BL09 BALL VALVE BOILER E451,2068,4723
NO EQUIPMENT,2068,4724
1100014704 BL10 BALL VALVE BOILER E451,2069,4725
NO EQUIPMENT,2069,4726
1100014677 CK01 CHECK VALVE BOILER E451,2070,4727
NO EQUIPMENT,2070,4728
1100014678 CK02 CHECK VALVE BOILER E451,2071,4729
NO EQUIPMENT,2071,4730
1100014681 GL01 GLOBE VALVE BOILER E451,2072,4731
NO EQUIPMENT,2072,4732
1100014682 GL02 GLOBE VALVE BOILER E451,2073,4733
NO EQUIPMENT,2073,4734
1100014683 GL03 GLOBE VALVE BOILER E451,2074,4735
NO EQUIPMENT,2074,4736
1100014684 GL04 GLOBE VALVE BOILER E451,2075,4737
NO EQUIPMENT,2075,4738
1100014685 GL05 GLOBE VALVE BOILER E451,2076,4739
NO EQUIPMENT,2076,4740
1100014686 GL06 GLOBE VALVE BOILER E451,2077,4741
NO EQUIPMENT,2077,4742
1100014687 GL07 GLOBE VALVE BOILER E451,2078,4743
NO EQUIPMENT,2078,4744
1100014688 GL08 GLOBE VALVE BOILER E451,2079,4745
NO EQUIPMENT,2079,4746
1100014689 GL09 GLOBE VALVE BOILER E451,2080,4747
NO EQUIPMENT,2080,4748
1100014690 GL10 GLOBE VALVE BOILER E451,2081,4749
NO EQUIPMENT,2081,4750
1100014691 GL11 GLOBE VALVE BOILER E451,2082,4751
NO EQUIPMENT,2082,4752
1100014692 GL12 GLOBE VALVE BOILER E451,2083,4753
NO EQUIPMENT,2083,4754
1100014693 GL13 GLOBE VALVE BOILER E451,2084,4755
NO EQUIPMENT,2084,4756
1100014694 GL14 GLOBE VALVE BOILER E451,2085,4757
NO EQUIPMENT,2085,4758
1000005521 Indikator Temperature 01,2086,4759
NO EQUIPMENT,2086,4760
1100014679 LI01 LEVEL INDICATOR BOILER E451,2087,4761
NO EQUIPMENT,2087,4762
1100014680 LI02 LEVEL INDICATOR BOILER E451,2088,4763
NO EQUIPMENT,2088,4764
1100014665 PG01 PRESSURE GAUGE BOILER E451,2089,4765
NO EQUIPMENT,2089,4766
1100014666 PG02 PRESSURE GAUGE BOILER E451,2090,4767
NO EQUIPMENT,2090,4768
1100014667 PS01 PRESSURE SAFETY VALVE BOILER E451,2091,4769
NO EQUIPMENT,2091,4770
1100014668 PS02 PRESSURE SAFETY VALVE BOILER E451,2092,4771
NO EQUIPMENT,2092,4772
1100014656 P451 BOILER FEED WATER PUMP U450,2093,4773
NO EQUIPMENT,2093,4774
1100014657 BL01 BALL VALVE POMPA P451,2094,4775
NO EQUIPMENT,2094,4776
1100014658 BL02 BALL VALVE POMPA P451,2095,4777
NO EQUIPMENT,2095,4778
1100014659 BL03 BALL VALVE POMPA P451,2096,4779
NO EQUIPMENT,2096,4780
1100014660 BL04 BALL VALVE POMPA P451,2097,4781
NO EQUIPMENT,2097,4782
1100014661 P452 BOILER FEED WATER PUMP U450,2098,4783
NO EQUIPMENT,2098,4784
1100014662 BL01 BALL VALVE POMPA P452,2099,4785
NO EQUIPMENT,2099,4786
1100014663 BL02 BALL VALVE POMPA P452,2100,4787
NO EQUIPMENT,2100,4788
1100014640 P453 ANTISCALANT DOSING PUMP U450,2101,4789
NO EQUIPMENT,2101,4790
1100014641 P454 SCAVANGER DOSING PUMP U450,2102,4791
NO EQUIPMENT,2102,4792
1100108761 P455 ANTISCALANT DOSING PUMP BOILER 6T U,2103,4793
NO EQUIPMENT,2103,4794
1100067416 P456 SCAVANGER DOSING PUMP BOILER 6T U45,2104,4795
NO EQUIPMENT,2104,4796
1100014719 U451 ECONOMIZER,2105,4797
NO EQUIPMENT,2105,4798
1100014720 BL01 BALL VALVE ECONOMIZER U451,2106,4799
